c_ls,c_lq,lam_gamma,ls_prior,ls_post,ls_gain,lq_prior,lq_post,lq_gain,mse_ls,mse_lq,bias_ls,bias_lq,nll,n_ls,n_lq
0.4,0.5,10.0,0.8970624077227272,0.8556775394979242,-0.0413848682248029,0.7570032442862361,0.7906263924440761,0.0336231481578399,0.1645951913146691,0.1937811698578925,-0.157196875815007,-0.1047857469103197,6353.10429875925,418,229
0.4,0.6,10.0,0.8970624077227272,0.8537871470712184,-0.0432752606515087,0.7689076859996281,0.7834962333256322,0.0145885473260041,0.1652875781113856,0.1778876912055769,-0.1564772901430766,-0.0154267530578271,6356.61333755903,418,229
0.4,0.7,10.0,0.8970624077227272,0.8528085368854651,-0.044253870837262,0.7708376556715333,0.789527733663649,0.0186900779921157,0.1658955522671792,0.1804478961798215,-0.1558700648049274,0.0667133091758747,6359.736469470699,418,229
0.4,0.8,10.0,0.8970624077227272,0.8526200178054033,-0.0444423899173238,0.7714785276926545,0.7856112200697161,0.0141326923770616,0.1663251731585726,0.1959052065103001,-0.1555042697644616,0.1391014560645045,6362.805137218124,418,229
0.4,0.9,10.0,0.8970624077227272,0.8526200178054033,-0.0444423899173238,0.7752639508514791,0.786091704439731,0.0108277535882518,0.1668072611250882,0.2199811598561677,-0.1550515253813078,0.2019282482848235,6364.297942485046,418,229
0.4,1.0,10.0,0.8970624077227272,0.8521796114537833,-0.0448827962689438,0.7698132442003763,0.7797888929042653,0.009975648703889,0.1672956307532047,0.2496013783841014,-0.1545930720597265,0.2563176675391166,6364.881632857446,418,229
0.5,0.3,10.0,0.8967391309592042,0.8424054838765176,-0.0543336470826866,0.7478468219478508,0.7620918958703441,0.0142450739224933,0.1422820883603006,0.2756789310295406,-0.0970845447472463,-0.2753954064129393,6333.364119443429,418,229
0.5,0.4,10.0,0.8967391309592042,0.8443201739957008,-0.0524189569635034,0.7403123700399974,0.7729258518172679,0.0326134817772705,0.1416605607883974,0.2277691383617437,-0.0974151909351095,-0.1929694955641606,6332.537397789107,418,229
0.5,0.5,10.0,0.8967391309592042,0.8435168173761087,-0.0532223135830954,0.7570032442862361,0.7913576504333986,0.0343544061471624,0.1428588941069642,0.1932071299132106,-0.0970180947223168,-0.1030772039249623,6333.721097170059,418,229
0.5,0.6,10.0,0.8967391309592042,0.8403949649293846,-0.0563441660298196,0.7689076859996281,0.7809603924740584,0.0120527064744302,0.1444578493070404,0.1783428869785727,-0.0964651266436782,-0.0139411426386415,6335.521898218734,418,229
0.5,0.7,10.0,0.8967391309592042,0.8388566273813298,-0.0578825035778743,0.7708376556715333,0.7908606047453032,0.0200229490737698,0.1456517133552316,0.1811580839792594,-0.0961140097612243,0.067888077396591,6337.4767667613705,418,229
0.5,0.8,10.0,0.8967391309592042,0.8374528740497204,-0.0592862569094838,0.7714785276926545,0.7852674777904899,0.0137889500978354,0.1464914023963116,0.1965685022788817,-0.0959068081302506,0.1400218980838899,6338.989802867083,418,229
0.5,0.9,10.0,0.8967391309592042,0.8366391981871439,-0.0600999327720602,0.7752639508514791,0.7836417350542776,0.0083777842027984,0.1471475399333586,0.220534323283984,-0.0957467574177522,0.2026236183153659,6339.630499458191,418,229
0.5,1.0,10.0,0.8967391309592042,0.8372911254023354,-0.0594480055568688,0.7698132442003763,0.7788901500700388,0.0090769058696624,0.1476475416641207,0.2500319908422107,-0.095649581246498,0.2568084420423235,6340.212919815875,418,229
0.6,0.3,10.0,0.8971744955753288,0.8374376895629887,-0.0597368060123401,0.7478468219478508,0.7625610249592241,0.0147142030113732,0.132831199590439,0.2737837783577033,-0.0212425364004971,-0.2759870749008696,6320.455688067999,418,229
0.6,0.4,10.0,0.8971744955753288,0.8369066018038166,-0.0602678937715122,0.7403123700399974,0.7737895938100423,0.0334772237700449,0.1320154121697663,0.2260688854142727,-0.0214429020546171,-0.1927492568342387,6320.468791874633,418,229
0.6,0.5,10.0,0.8971744955753288,0.8350185795016904,-0.0621559160736383,0.7570032442862361,0.7909351338818499,0.0339318895956137,0.1325819477355753,0.1924361102951135,-0.0214892594853929,-0.1026526248663327,6321.453672373706,418,229
0.6,0.6,10.0,0.8971744955753288,0.8338979137722196,-0.0632765818031092,0.7689076859996281,0.7838865881421895,0.0149789021425613,0.1333238064150866,0.1781393444917013,-0.021542376347322,-0.0136063642708799,6323.166253670315,418,229
0.6,0.7,10.0,0.8971744955753288,0.8345519022161276,-0.0626225933592011,0.7708376556715333,0.792623089572304,0.0217854339007707,0.1339262561310999,0.181174424773455,-0.0216020090270784,0.068153100497866,6324.837498794328,418,229
0.6,0.8,10.0,0.8971744955753288,0.8334648664090138,-0.0637096291663149,0.7714785276926545,0.7869861891866207,0.0155076614939662,0.1343945987940524,0.1966809276840986,-0.0216628062136029,0.1402324584051979,6326.278018199274,418,229
0.6,0.9,10.0,0.8971744955753288,0.8325068171887222,-0.0646676783866065,0.7752639508514791,0.7822229925065028,0.0069590416550237,0.1347727450701267,0.2206727914491083,-0.0217174986437735,0.2027854662111298,6327.345264967859,418,229
0.6,1.0,10.0,0.8971744955753288,0.8317345631269945,-0.0654399324483343,0.7698132442003763,0.7792338923492649,0.0094206481488885,0.1351004086278247,0.2501654366807983,-0.0217377268725262,0.2569424083630715,6327.903177295033,418,229
0.7,0.3,10.0,0.8947351012654128,0.836558170154453,-0.0581769311109597,0.7478468219478508,0.7663859634615818,0.018539141513731,0.1454080562293713,0.2735438374735806,0.0776315575651441,-0.2760360212287128,6317.709003443255,418,229
